X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
4,4,feb,fri,91.1,7.0,708.8,10.2,15.4,27,3.0,0.0,0.0
4,3,aug,fri,91.9,1.1,414.2,11.1,18.2,61,5.5,0.0,6.69
4,2,sep,sat,92.0,70.6,619.6,6.7,27.4,69,6.4,0.0,9.42
2,5,aug,mon,92.0,13.5,579.0,7.0,12.1,42,4.6,0.0,14.15
4,5,sep,tue,86.2,86.1,367.8,4.3,21.2,31,7.1,0.0,9.52
5,4,sep,thu,88.7,1.1,352.8,5.6,23.6,19,4.6,0.0,0.0
1,4,aug,thu,90.6,1.1,661.1,5.2,6.8,68,9.4,0.0,12.12
5,4,sep,sun,93.6,90.9,620.6,9.9,26.1,59,4.4,0.0,0.0
4,4,sep,fri,90.3,1.1,321.3,8.4,16.1,30,4.9,0.0,0.14
4,4,aug,tue,93.0,82.6,630.1,3.8,31.2,37,6.5,0.0,11.44
4,3,aug,sat,91.3,139.5,7.9,4.5,14.3,29,7.9,0.0,0.0
4,2,sep,mon,93.2,62.6,256.2,18.6,10.8,15,6.5,0.0,0.52
5,2,sep,fri,91.4,1.1,649.2,4.8,24.6,54,5.2,0.0,0.0
8,4,sep,sun,94.3,34.4,587.8,12.2,24.5,46,5.8,0.0,0.79
3,4,jul,sun,93.3,34.7,36.5,5.4,27.4,52,4.3,0.0,5.71
4,4,jun,sun,92.1,146.0,578.2,6.9,23.9,64,6.5,0.0,9.81
4,6,jul,sat,91.2,41.4,246.7,9.2,25.8,26,7.0,0.0,1.29
4,4,sep,mon,92.2,225.1,746.2,8.3,20.4,67,2.2,0.0,0.0
4,5,nov,thu,90.8,1.1,636.4,5.5,27.9,29,2.2,0.0,2.82
4,5,aug,sat,92.6,31.4,625.7,0.5,27.5,32,2.2,0.0,0.0
9,4,apr,mon,90.4,47.1,326.4,8.4,24.0,39,5.8,0.0,0.0
8,6,sep,sun,92.8,69.0,550.1,8.8,13.2,42,4.6,0.0,15.0
4,4,aug,sat,90.9,30.3,496.8,4.7,25.3,44,4.2,0.0,7.15
3,4,sep,sun,92.2,1.1,599.8,5.3,23.4,37,7.0,0.0,15.66
3,4,sep,sun,92.5,70.2,563.6,5.7,27.6,31,9.4,0.0,4.35
2,4,sep,wed,93.4,31.7,552.1,8.1,19.9,33,5.9,0.0,5.94
9,2,aug,thu,90.4,95.9,658.7,14.6,22.3,67,6.2,0.0,1.38
9,4,sep,sat,90.8,81.3,7.9,9.4,24.1,22,6.4,0.0,0.96
4,4,aug,thu,95.4,24.3,7.9,4.5,21.1,32,4.7,0.0,8.44
5,4,sep,sun,91.9,48.2,615.7,5.7,32.4,18,3.8,0.0,9.07
4,5,mar,sat,89.1,63.0,502.2,7.3,14.3,65,9.4,0.0,16.69
1,5,aug,sun,90.6,1.1,8.5,5.0,20.5,33,6.6,0.0,8.61
7,2,sep,sat,92.6,42.9,82.1,9.3,21.1,71,6.2,0.0,6.68
4,9,nov,sun,91.5,48.9,181.7,4.4,20.7,38,6.3,0.0,7.0
4,4,sep,mon,90.3,89.1,169.4,16.7,22.3,65,5.2,0.0,8.47
2,5,jul,sat,93.7,1.1,115.8,4.7,23.3,38,6.1,0.0,5.53
4,2,jul,tue,95.3,97.9,7.9,8.8,15.8,22,9.4,0.0,2.11
9,2,dec,mon,89.7,12.6,330.0,4.8,23.6,34,4.1,0.0,0.0
4,4,sep,thu,92.2,54.4,745.2,8.6,21.2,26,8.2,0.0,8.06
4,5,jul,sun,92.5,33.7,599.6,7.0,23.6,31,4.0,0.0,8.67
4,5,jul,tue,94.6,67.7,688.9,4.0,33.3,37,3.6,0.0,0.65
4,5,may,sat,63.6,67.2,686.5,5.7,19.3,28,4.2,0.0,7.94
7,5,sep,sat,90.6,52.2,544.5,7.1,16.1,68,9.4,0.0,10.93
4,4,aug,sat,59.2,53.0,607.3,6.8,28.4,25,4.8,0.0,10.27
5,4,sep,thu,93.1,121.2,547.4,10.3,22.2,75,4.8,0.0,0.0
4,4,sep,fri,92.1,117.2,517.0,5.9,21.6,21,6.1,0.0,0.0
3,5,aug,fri,91.7,67.6,617.0,6.3,21.5,29,9.4,0.0,0.0
4,4,aug,wed,93.8,71.6,7.9,5.6,21.2,17,7.1,0.5,0.0
4,6,sep,tue,90.8,1.1,587.6,5.1,19.9,30,4.6,0.0,33.56
8,4,aug,sun,89.5,74.7,596.5,7.4,20.2,16,7.3,0.0,7.82
4,5,sep,fri,90.0,71.1,350.5,8.4,24.4,34,2.4,0.0,4.68
5,5,jul,tue,92.2,151.8,231.6,7.1,25.4,47,5.1,0.0,71.68
6,4,sep,sun,94.0,108.2,559.9,6.1,21.0,39,4.1,0.0,0.0
4,4,sep,mon,88.2,8.0,145.2,5.4,19.0,25,7.5,0.0,13.64
4,4,aug,thu,92.6,169.9,192.2,11.1,30.9,25,4.5,0.0,0.0
6,5,mar,thu,91.6,1.1,125.2,6.6,23.5,26,6.0,0.0,12.79
4,4,sep,sat,93.3,1.1,565.3,7.2,23.8,36,5.1,0.0,10.13
5,4,feb,mon,93.3,128.4,584.8,7.5,20.0,29,3.1,0.0,0.0
6,4,sep,wed,66.5,86.8,147.0,6.9,19.3,28,7.6,0.0,11.63
4,4,sep,sun,92.4,75.2,634.3,11.1,23.9,27,7.2,0.0,0.0
4,5,sep,thu,91.7,81.6,736.4,6.2,27.6,33,5.9,0.0,107.56
4,5,aug,sat,91.5,27.1,513.2,4.7,19.8,38,6.8,0.0,0.0
3,5,mar,sat,93.2,62.3,7.9,14.0,13.0,42,6.0,0.0,0.0
2,4,mar,mon,84.0,58.5,19.1,5.5,19.5,32,5.8,0.0,13.44
3,4,aug,tue,92.4,67.8,213.6,8.7,21.5,37,7.4,0.0,36.88
7,4,mar,wed,92.1,1.1,542.9,8.6,23.0,34,7.2,0.0,0.58
4,4,sep,wed,90.5,89.3,155.6,1.9,26.4,36,5.8,0.0,0.0
2,4,sep,mon,79.7,1.1,202.3,7.2,26.8,69,9.4,0.0,0.0
4,4,sep,sat,81.8,1.1,576.1,4.7,17.8,35,7.3,0.0,0.3
9,4,sep,sun,95.7,101.9,560.5,6.6,28.7,21,4.0,0.0,2.18
9,5,jul,sat,87.3,1.1,41.5,6.7,20.8,22,6.9,0.0,0.0
4,4,sep,sat,90.1,1.1,557.1,0.0,15.5,41,4.3,0.0,10.79
7,4,sep,sat,92.8,48.7,155.0,5.6,21.8,30,7.2,0.0,2.81
4,5,jul,sun,93.2,116.0,709.6,4.9,25.9,24,4.5,0.0,0.0
4,3,mar,sun,90.4,1.1,7.9,5.5,16.1,50,4.5,0.0,0.0
4,4,aug,fri,91.6,13.7,306.9,8.3,8.9,31,6.5,0.0,0.0
9,5,aug,thu,94.3,34.8,575.3,11.9,23.0,26,7.4,0.0,6.06
4,4,jun,fri,82.0,54.7,69.8,4.1,16.0,31,4.3,0.0,0.0
5,4,dec,wed,91.1,109.0,7.9,4.5,13.1,31,4.1,0.0,12.2
4,5,feb,fri,90.1,59.3,625.2,5.3,22.2,33,4.4,0.0,0.0
4,3,jun,sun,92.0,34.3,7.9,5.2,22.0,54,6.0,0.0,0.0
4,6,dec,sun,85.2,128.6,651.0,6.9,17.5,45,4.3,0.0,9.15
4,5,sep,fri,90.9,1.1,414.7,8.8,8.5,46,6.9,0.0,2.39
4,5,aug,thu,91.6,45.4,599.7,5.1,17.3,24,7.0,0.0,16.2
4,3,sep,mon,90.3,52.9,488.0,6.3,11.7,34,5.8,0.0,7.75
4,4,aug,thu,93.6,102.7,127.0,5.5,29.7,28,5.1,0.0,0.0
4,4,sep,fri,89.5,30.2,30.8,5.2,25.9,36,4.6,0.0,6.97
6,4,sep,sun,90.6,1.1,541.0,4.4,26.0,32,6.9,0.0,8.81
4,4,aug,sun,81.4,1.1,342.8,5.8,10.7,39,5.5,0.0,1.42
4,4,aug,sat,94.7,1.1,7.9,6.2,25.8,36,5.9,0.0,1.94
7,5,sep,sat,94.2,82.1,516.9,6.3,9.6,40,7.0,0.0,0.4
4,5,oct,mon,89.2,13.8,589.9,4.8,29.1,46,5.5,0.0,9.37
7,5,apr,mon,90.5,1.6,649.2,5.5,26.3,39,3.2,0.0,0.0
4,5,aug,fri,86.9,17.8,167.7,4.0,20.1,39,4.9,0.0,9.96
4,4,sep,wed,89.9,36.1,502.1,5.8,21.6,28,4.8,0.0,2.42
4,4,feb,fri,89.9,41.2,210.3,3.6,30.9,60,6.7,0.0,0.0
9,4,jun,sun,91.2,1.1,548.8,8.0,17.2,51,8.6,0.0,5.92
4,2,mar,sat,88.9,1.1,100.5,1.7,19.6,39,3.9,0.0,16.23
3,4,jun,tue,90.7,2.1,7.9,5.1,19.3,32,6.3,0.0,0.0
5,2,jul,fri,91.8,1.1,620.2,6.1,20.3,36,1.6,0.0,13.28
4,4,aug,wed,88.1,206.7,584.4,7.9,20.6,29,4.8,0.0,10.8
3,6,sep,sun,91.0,39.8,681.0,5.1,12.4,29,5.2,0.0,9.75
8,2,aug,wed,94.4,149.7,160.1,7.2,22.6,42,6.0,0.0,0.0
4,4,sep,mon,88.5,1.1,601.5,6.7,25.1,60,6.1,0.0,2.16
4,4,sep,sat,92.1,1.1,238.9,9.9,22.7,33,1.9,0.0,5.03
3,4,sep,sat,87.7,1.1,217.0,0.8,19.7,31,7.0,0.0,10.38
9,4,aug,thu,95.1,46.0,558.3,4.9,18.8,22,6.8,0.0,0.4
2,4,jun,sun,91.4,2.4,529.5,7.2,16.8,25,9.2,0.0,2.36
4,4,sep,tue,93.8,59.9,652.3,0.2,11.2,50,5.4,0.0,0.0
4,4,sep,sun,92.7,77.8,327.5,6.1,21.5,39,7.4,0.0,13.26
4,2,feb,thu,94.2,74.1,673.0,7.0,28.8,21,5.7,0.0,1.68
9,3,sep,sat,93.5,32.2,12.2,8.8,13.8,16,6.5,0.0,33.86
3,4,sep,tue,93.9,1.1,595.6,11.8,24.8,35,6.6,0.0,13.63
6,4,aug,tue,91.4,7.7,327.5,11.6,21.5,73,3.0,0.0,0.0
4,4,aug,sun,92.5,46.4,7.9,6.2,17.6,52,4.0,0.0,2.3
3,2,sep,sat,95.2,19.1,7.9,6.4,18.9,28,4.5,0.0,6.05
4,4,sep,wed,84.9,69.5,335.4,7.6,24.4,38,5.5,0.0,1.0
7,5,jul,sat,89.4,44.2,575.7,5.3,19.3,39,6.6,0.0,0.0
4,4,sep,wed,87.0,62.2,407.2,0.7,19.9,33,6.4,0.0,5.76
4,2,jun,sun,93.1,30.3,7.9,1.5,20.6,87,5.4,0.0,15.07
6,4,mar,sun,89.2,50.5,157.9,5.0,17.2,37,9.4,0.0,14.06
8,5,aug,thu,93.3,1.1,602.5,11.9,19.5,23,2.3,0.0,0.0
5,4,oct,mon,91.3,100.8,534.1,5.2,10.1,46,7.1,0.0,15.26
9,4,aug,mon,90.8,50.8,289.2,8.6,26.1,36,6.4,0.0,0.0
7,4,aug,thu,93.0,110.0,139.8,16.2,24.5,35,9.0,0.0,0.0
8,4,apr,mon,91.8,43.1,597.8,7.8,28.6,49,5.4,0.0,0.0
2,4,may,sun,89.2,36.7,607.5,7.4,25.0,46,7.4,0.0,15.06
1,5,aug,sat,89.6,34.9,564.1,4.9,19.1,37,5.0,0.0,3.08
4,4,mar,sat,91.0,1.1,624.0,8.0,21.8,28,4.0,0.0,2.25
4,5,aug,sun,93.1,32.7,677.5,4.7,20.8,48,6.6,0.0,0.0
7,4,sep,sat,92.2,1.1,402.9,4.4,20.1,23,7.2,0.0,12.39
4,4,sep,sun,90.1,33.2,668.6,7.7,25.0,68,3.1,0.0,0.0
8,4,sep,tue,96.1,61.4,685.8,5.6,25.0,39,5.7,0.0,0.86
4,5,feb,fri,90.7,1.1,7.9,11.2,8.3,34,9.4,0.0,1.07
4,4,sep,sun,93.4,77.3,577.6,9.2,21.4,31,6.6,0.0,7.54
7,4,jun,sun,92.3,147.8,641.5,8.3,19.0,48,6.6,0.0,0.0
8,4,aug,thu,92.4,53.8,7.9,4.8,29.2,21,6.9,0.0,0.08
9,5,sep,sat,92.5,112.5,153.0,16.1,19.0,27,4.6,0.0,9.69
8,4,aug,fri,88.1,46.9,594.9,7.2,26.4,65,7.1,0.0,0.79
7,4,sep,fri,94.1,53.9,844.1,9.5,17.6,47,4.6,0.0,12.96
4,4,sep,sun,91.2,40.2,7.9,5.3,19.6,43,4.8,0.0,0.0
5,2,jul,tue,92.1,62.0,658.7,4.1,26.3,31,3.3,0.0,8.59
4,4,sep,mon,92.4,11.9,291.0,6.0,21.3,31,5.6,0.0,4.1
7,4,sep,sat,89.6,1.1,623.0,6.1,21.9,17,4.4,0.0,8.73
2,5,aug,mon,91.4,75.1,663.8,8.7,17.3,28,2.7,0.0,8.79
2,5,mar,fri,85.3,83.2,241.9,6.4,28.0,16,7.0,0.0,0.0
4,5,jan,fri,90.6,272.0,482.5,5.8,25.8,28,6.1,0.0,2.54
5,4,oct,sun,92.8,182.1,634.7,6.8,33.3,49,4.3,0.0,0.0
6,4,sep,thu,94.8,20.1,655.5,3.8,19.4,57,6.4,0.0,8.41
4,4,jul,thu,94.1,4.2,677.7,1.2,28.6,24,9.1,0.0,3.59
4,5,sep,sun,90.8,1.1,54.7,8.2,19.1,34,5.6,0.0,10.6
4,4,aug,tue,93.9,88.7,498.0,10.8,21.6,32,9.4,0.0,0.0
4,4,sep,wed,94.4,117.7,696.6,7.7,22.8,33,5.7,0.0,0.0
3,4,sep,fri,91.6,61.5,588.4,7.0,15.0,44,3.0,0.0,5.18
4,2,sep,fri,92.4,18.0,205.3,9.2,9.0,25,9.4,0.0,10.29
5,4,sep,mon,92.9,55.6,99.7,2.5,20.3,28,6.6,0.0,5.69
8,4,apr,sat,94.2,36.2,62.5,9.4,22.9,27,4.0,0.0,0.0
4,4,oct,fri,87.8,1.1,616.3,3.9,20.1,24,9.4,0.0,0.91
8,5,sep,wed,91.9,65.1,322.9,7.7,27.1,45,5.0,0.0,8.04
8,4,apr,thu,91.5,1.1,631.7,4.7,32.6,31,5.6,0.0,0.0
4,5,nov,wed,94.4,79.3,545.1,9.0,22.6,20,3.8,0.0,9.41
4,3,jun,sun,92.3,60.0,593.6,11.3,26.9,50,6.8,0.0,0.0
4,4,mar,sat,90.7,1.1,669.7,9.8,19.3,40,3.3,0.0,6.62
4,6,dec,tue,91.7,78.7,191.6,6.5,23.5,34,7.3,0.0,0.0
5,4,sep,fri,75.7,1.1,691.9,5.4,27.2,25,3.5,0.0,11.3
4,5,aug,sat,87.5,94.3,7.9,5.6,26.2,50,9.4,0.0,0.0
4,5,sep,tue,93.7,67.3,675.7,7.5,15.1,74,5.7,0.0,13.97
3,5,sep,sun,93.5,95.3,393.0,12.4,23.5,63,4.2,0.0,8.9
4,4,sep,sun,90.6,72.2,252.9,7.6,18.0,34,4.3,0.0,7.24
3,2,mar,mon,87.3,1.1,171.0,0.6,28.9,15,6.7,0.0,0.0
4,4,aug,thu,90.2,89.5,558.6,7.7,33.3,30,9.4,0.0,2.77
6,4,nov,sat,88.5,68.9,350.8,7.3,23.8,58,5.9,0.0,0.19
4,6,apr,sat,90.3,1.1,600.3,3.8,25.1,49,6.9,0.0,5.78
4,2,aug,thu,84.8,64.9,626.4,5.1,7.7,42,6.2,0.0,7.19
2,3,aug,fri,91.3,25.2,228.5,1.9,26.0,38,6.1,0.0,1.17
3,5,aug,wed,92.5,35.1,241.2,4.6,18.3,37,4.6,0.0,12.48
2,3,sep,sun,90.8,115.8,643.2,4.9,21.6,41,6.2,0.0,136.55
5,2,nov,fri,94.1,37.8,563.1,8.7,23.8,61,6.4,0.0,0.0
5,4,jul,sat,92.7,51.7,567.8,8.2,25.1,63,6.3,0.0,0.0
9,4,jul,tue,94.1,3.5,296.2,5.6,24.5,26,3.7,0.0,1.34
4,4,sep,sun,89.4,1.1,612.4,7.9,27.6,31,4.7,0.0,0.0
8,4,dec,sun,89.4,194.8,21.1,3.7,10.6,30,4.0,0.0,4.17
4,5,sep,sat,93.1,32.7,370.9,11.7,9.3,48,5.2,0.0,3.83
4,5,jun,sun,95.2,43.4,584.0,3.7,28.6,32,6.6,0.0,1.64
1,4,jul,tue,87.7,48.5,555.0,7.2,28.3,86,4.0,0.0,12.51
3,4,mar,tue,90.9,8.0,185.4,5.5,17.8,31,6.4,0.0,0.0
4,6,sep,sat,94.0,80.2,125.2,7.1,15.4,33,3.6,0.0,14.18
5,5,may,fri,93.2,1.1,11.0,7.3,19.2,27,4.2,0.0,63.58
4,4,sep,sun,92.3,55.3,216.3,5.2,21.5,36,2.3,0.0,13.23
7,4,aug,sun,92.2,1.1,347.6,4.8,25.2,29,9.4,0.0,7.93
4,4,feb,sat,92.9,154.2,614.2,7.3,22.8,26,2.4,0.0,0.0
5,4,sep,sat,93.2,85.5,631.4,5.9,27.9,30,3.6,0.0,2.65
2,4,sep,sat,86.2,100.2,673.2,8.6,17.8,57,9.4,0.0,2.01
2,2,jul,sat,95.2,1.1,595.2,4.7,24.2,22,4.4,0.0,0.73
4,4,aug,sun,90.3,38.7,585.8,5.1,22.0,32,6.9,0.0,0.0
4,4,aug,sat,93.2,52.3,595.4,6.0,24.6,64,5.2,0.0,0.06
8,4,dec,sat,92.5,48.5,240.0,7.2,21.8,16,9.4,0.0,0.67
4,4,mar,sun,90.7,5.6,651.1,7.6,27.2,39,9.4,0.0,4.52
4,4,aug,thu,93.6,54.0,505.4,11.3,23.7,62,4.7,0.0,11.99
9,4,aug,wed,94.6,18.6,723.9,6.1,25.3,23,5.5,0.0,4.67
8,4,sep,mon,90.3,207.7,160.7,2.7,25.0,19,5.5,0.0,0.0
4,4,sep,sat,92.0,10.9,607.9,6.2,19.2,37,2.5,0.0,48.75
4,4,aug,wed,94.1,16.9,667.9,4.1,22.3,45,6.8,0.0,9.93
4,2,mar,sun,90.2,63.2,71.1,8.3,9.7,24,5.5,0.0,0.0
4,4,sep,sun,93.4,75.6,709.4,7.9,26.6,39,5.4,0.0,0.0
2,4,sep,wed,92.8,100.2,644.2,6.7,23.1,40,4.9,0.0,6.13
8,5,apr,mon,91.5,111.8,16.7,9.5,23.3,40,6.4,0.0,0.0
4,4,feb,fri,92.3,147.3,739.3,6.9,22.9,20,9.4,0.0,12.06
4,4,jul,sun,78.9,1.1,7.9,7.2,19.0,24,4.1,0.0,3.37
9,4,sep,sun,94.7,123.0,402.7,11.2,17.4,21,6.7,0.0,2.68
4,3,aug,sat,89.3,72.0,516.8,6.5,20.5,40,7.1,0.0,5.21
7,6,feb,sun,94.1,47.4,309.2,15.1,19.0,47,4.3,0.0,3.01
3,6,aug,thu,93.6,105.2,620.9,5.8,20.0,26,5.2,0.0,0.7
1,2,mar,tue,92.8,39.1,602.0,9.8,19.7,32,5.5,0.0,8.31
3,4,aug,tue,92.9,37.9,667.2,5.3,25.4,35,4.3,0.0,13.26
3,4,feb,sun,93.3,1.1,309.4,10.0,24.5,44,7.3,0.0,14.0
5,4,feb,wed,90.9,39.6,7.9,9.1,18.9,26,5.0,0.0,0.0
4,5,jul,tue,93.1,52.8,614.6,5.8,19.0,31,5.2,0.0,0.0
2,4,aug,sun,91.5,168.8,7.9,7.0,23.9,25,9.4,0.0,5.03
9,6,aug,sun,90.3,102.8,557.7,9.7,21.8,18,6.2,0.0,0.0
4,4,jul,sun,93.3,138.2,573.3,5.5,22.3,24,5.1,0.0,0.0
9,2,aug,sun,88.4,58.4,652.2,0.7,13.0,38,6.3,0.0,0.0
8,5,sep,tue,87.8,1.1,634.2,13.4,12.0,34,6.9,0.0,5.36
4,4,sep,sat,90.2,26.9,170.5,6.8,21.6,34,8.6,0.0,0.0
7,4,feb,fri,89.8,35.5,363.3,5.3,21.8,21,7.0,0.0,0.0
6,5,aug,thu,89.3,1.1,728.3,7.1,21.2,42,3.8,0.0,6.52
4,4,jul,wed,91.6,36.2,411.4,5.2,20.5,28,4.7,0.0,5.56
6,4,aug,sun,90.3,99.1,131.8,8.3,23.3,31,5.5,0.0,12.41
9,4,sep,sat,92.5,69.6,7.9,5.2,19.1,26,7.1,0.0,6.09
2,4,jun,sun,90.4,56.0,583.9,6.2,12.9,50,6.2,0.0,0.0
3,5,aug,tue,89.2,84.2,19.4,8.5,19.3,74,7.5,0.0,6.1
4,4,jun,sat,93.7,1.1,539.6,7.9,26.2,31,5.2,0.0,0.0
6,5,aug,fri,93.2,67.7,510.1,5.9,26.0,80,4.7,0.0,10.26
6,5,sep,sun,86.8,9.2,641.2,5.8,29.1,32,6.3,0.0,6.56
4,4,dec,fri,92.2,69.8,19.1,7.3,28.4,35,3.5,0.0,7.68
4,3,sep,tue,89.4,58.0,742.4,10.2,28.1,45,2.3,0.0,17.54
2,5,sep,mon,90.7,64.3,707.2,5.7,8.1,50,9.4,0.0,0.3
4,4,sep,sun,92.2,73.1,551.6,11.9,28.9,41,3.7,0.0,0.0
3,4,aug,fri,91.8,19.1,281.3,4.2,26.5,30,6.0,0.0,10.2
4,4,oct,sat,91.7,66.8,394.4,9.0,17.6,57,9.4,0.0,13.53
5,4,sep,wed,95.3,1.1,369.2,2.6,23.0,29,4.8,0.0,0.0
4,4,aug,wed,92.3,77.8,110.2,3.4,4.1,56,2.9,0.0,6.12
7,4,aug,sat,91.1,1.1,666.8,5.6,25.1,33,6.8,0.0,1.44
4,5,mar,sun,80.0,1.1,728.8,8.1,22.5,76,6.0,0.0,1.63
4,2,mar,sun,91.0,76.2,219.8,5.2,8.6,48,6.5,0.0,0.0
8,5,aug,tue,91.6,18.2,563.0,0.0,21.2,30,5.6,0.0,9.54
4,4,may,sun,88.8,1.1,160.4,1.6,19.0,46,5.0,0.0,11.4
4,2,feb,fri,73.1,41.9,79.1,5.7,25.6,47,5.9,0.0,10.59
7,6,feb,thu,94.0,1.1,319.5,3.2,21.6,54,2.9,0.0,0.0
5,5,sep,sat,95.2,1.1,74.4,10.1,25.6,32,5.1,0.0,0.0
4,4,mar,sat,88.9,1.1,658.4,2.6,15.5,29,6.6,0.0,9.75
4,4,sep,mon,92.8,34.2,744.8,5.7,27.8,64,5.6,0.0,0.0
4,4,aug,thu,94.3,32.2,240.2,15.2,19.4,35,3.2,0.0,34.37
6,5,sep,sat,93.3,63.1,584.1,15.1,17.2,23,4.3,0.0,9.84
4,6,sep,mon,91.0,1.1,820.3,12.3,20.6,30,4.0,0.0,3.57
4,5,aug,thu,92.9,1.1,182.6,7.6,18.5,25,6.5,0.0,0.0
7,4,sep,tue,91.7,74.7,87.4,10.0,30.2,26,6.0,0.0,1.28
5,4,sep,fri,90.6,1.1,634.0,12.2,22.1,27,3.7,0.0,6.28
2,4,jul,sun,91.0,56.0,8.5,6.2,16.7,60,4.4,0.0,84.74
6,2,aug,thu,91.7,117.7,772.3,6.6,14.5,48,3.5,0.0,0.0
4,4,aug,tue,93.3,257.0,7.9,7.0,25.4,33,2.2,0.0,0.0
6,4,mar,tue,91.1,1.1,7.9,4.9,14.5,27,5.8,0.0,1.88
8,5,sep,sun,87.9,1.1,311.3,3.8,24.9,16,7.3,0.0,0.0
4,2,sep,mon,89.5,62.4,479.3,6.0,17.6,37,7.0,0.0,14.74
7,5,mar,wed,90.3,46.8,585.9,1.7,19.3,30,4.1,0.0,11.09
9,2,aug,tue,92.2,54.3,542.6,9.3,7.8,25,5.6,0.0,0.0
9,4,apr,sat,86.4,32.3,272.2,11.1,16.9,16,3.8,0.0,5.39
5,2,mar,fri,89.5,56.7,647.6,6.9,18.4,50,5.1,0.0,15.4
4,5,mar,thu,90.4,1.1,537.1,12.5,10.0,24,3.4,0.0,83.16
4,5,aug,wed,93.0,27.3,395.3,4.2,27.6,75,7.1,0.0,8.97
8,3,jan,sun,94.0,1.1,630.0,5.3,20.7,16,6.6,0.0,1.84
4,4,dec,sun,93.9,36.3,700.2,7.7,6.2,58,2.4,0.0,7.07
4,4,aug,thu,89.0,1.1,639.5,4.9,23.0,80,6.4,0.0,15.36
4,5,mar,sat,94.0,133.5,662.7,5.1,28.0,33,5.4,1.0,0.0
7,4,mar,fri,92.0,1.1,637.8,6.0,16.4,58,9.4,0.0,8.84
9,4,sep,wed,91.2,31.9,129.7,9.2,6.4,33,6.7,0.0,7.97
5,6,sep,sun,92.0,35.5,277.2,5.9,21.6,85,4.9,0.0,1.04
4,3,sep,tue,93.0,1.1,301.4,9.3,21.8,39,2.7,0.0,4.74
2,4,sep,wed,89.0,38.6,748.9,5.6,17.6,30,1.8,0.0,11.12
4,4,sep,wed,89.9,61.8,7.9,14.6,20.1,35,3.7,0.0,0.0
4,4,sep,sat,94.0,1.1,239.9,8.3,25.1,31,5.9,0.0,8.18
1,4,aug,wed,92.9,1.1,660.1,0.2,20.4,77,7.2,0.0,10.05
3,5,sep,fri,91.7,33.7,174.1,6.8,15.9,44,5.8,0.0,0.0
1,4,sep,tue,83.7,87.4,252.8,9.6,22.6,81,3.1,0.0,0.0
4,4,aug,thu,90.8,79.3,527.0,5.6,25.4,21,6.7,0.0,0.0
9,4,apr,mon,94.1,78.6,113.5,7.5,18.1,32,5.3,0.0,0.0
3,2,aug,fri,92.8,2.5,540.9,0.2,26.3,34,6.4,0.0,13.73
1,5,mar,thu,89.1,39.1,597.4,4.2,23.0,47,5.1,0.0,7.33
8,6,aug,sun,92.9,32.6,464.0,11.2,27.5,21,4.8,0.0,0.0
8,4,sep,sun,90.6,60.5,637.4,7.1,22.9,40,2.8,0.0,5.08
4,4,mar,sat,92.7,47.0,213.3,8.3,21.0,48,5.6,0.0,6.18
4,2,sep,sun,91.8,41.7,661.5,5.4,25.4,30,3.0,0.0,0.0
3,4,sep,sun,91.4,99.2,592.4,7.4,22.3,42,9.4,0.0,0.0
7,2,jul,mon,90.8,107.8,27.4,6.0,8.7,38,9.4,0.0,8.58
9,2,apr,sun,91.1,32.6,179.6,6.7,14.5,25,5.0,0.0,5.36
4,4,sep,sun,89.6,73.6,681.5,5.7,23.4,34,9.4,0.0,3.47
4,4,mar,sat,92.5,89.7,502.0,5.6,15.9,30,5.6,0.0,6.77
4,4,sep,sat,93.1,1.1,581.1,8.3,25.2,48,5.8,0.0,109.16
5,4,feb,sat,91.7,1.1,547.2,6.6,24.4,16,2.8,0.0,2.98
3,2,sep,sun,88.0,91.6,230.9,13.6,15.4,29,3.5,0.0,15.75
3,4,aug,sat,90.7,74.2,329.4,5.1,21.5,37,6.0,0.0,0.0
5,4,sep,thu,90.0,28.4,765.0,11.1,15.4,30,3.6,0.0,10.32
9,4,sep,sat,92.1,61.3,28.3,7.7,29.3,31,4.0,0.0,0.0
3,4,aug,thu,92.0,31.4,540.3,13.6,8.6,39,6.9,0.0,0.0
4,5,sep,tue,91.1,72.9,56.5,3.6,22.1,21,4.8,0.0,2.46
5,4,mar,mon,89.6,33.1,22.6,0.0,25.9,33,6.8,0.0,2.98
6,4,sep,mon,90.8,57.3,253.4,9.7,23.1,35,9.4,0.0,0.27
8,4,feb,sun,93.8,112.2,7.9,5.2,15.2,29,5.5,0.0,0.0
5,4,mar,sat,93.3,57.8,275.5,9.0,20.9,37,6.5,0.0,5.14
9,4,sep,sun,93.8,84.1,544.6,5.4,21.8,31,2.7,0.0,0.0
5,6,aug,fri,90.9,94.0,657.6,6.2,18.6,25,5.4,0.0,0.0
4,6,oct,tue,93.3,66.7,140.6,10.2,22.1,31,6.0,0.0,0.0
4,4,mar,tue,92.3,40.4,69.0,5.4,27.1,31,5.5,0.0,3.5
9,5,aug,sat,95.6,121.1,628.0,7.4,14.6,30,5.3,0.0,6.9
7,3,aug,thu,92.1,26.6,256.8,6.1,24.4,31,5.1,0.0,38.67
6,4,aug,thu,90.4,150.1,694.5,5.2,28.7,39,3.1,0.0,0.0
4,5,aug,sat,84.8,1.1,294.5,4.6,22.7,53,6.6,0.0,1.37
